client_request_id,databricks_request_id,date,timestamp_ms,status_code,execution_time_ms,request,response,sampling_fraction,request_metadata
null,bc466050-63fb-4dd8-bf48-e2bdd6051c4b,2024-09-28,1727532116521,200,7,"{""dataframe_split"": {""index"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[0, 1, 25, 1, 49, 91107, 4, 1.6, 1, 0, 1, 0, 0, 0], [1, 3, 39, 15, 11, 94720, 1, 1.0, 1, 0, 0, 0, 0, 0], [2, 5, 35, 8, 45, 91330, 4, 1.0, 2, 0, 0, 0, 0, 1], [3, 7, 53, 27, 72, 91711, 2, 1.5, 2, 0, 0, 0, 1, 0], [4, 9, 35, 10, 81, 90089, 3, 0.6, 2, 104, 0, 0, 1, 0], [5, 10, 34, 9, 180, 93023, 1, 8.9, 3, 0, 0, 0, 0, 0], [6, 12, 29, 5, 45, 90277, 3, 0.1, 2, 0, 0, 0, 1, 0], [7, 14, 59, 32, 40, 94920, 4, 2.5, 2, 0, 0, 0, 1, 0], [8, 15, 67, 41, 112, 91741, 1, 2.0, 1, 0, 1, 0, 0, 0], [9, 16, 60, 30, 22, 95054, 1, 1.5, 3, 0, 0, 0, 1, 1]]}}","{""predictions"": [0, 0, 0, 0, 0, 1, 0, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,2c241a15-b4da-44b2-b126-4f9575132337,2024-09-28,1727532117030,200,7,"{""dataframe_split"": {""index"": [30, 31, 32, 33, 34, 35, 36, 37, 38, 39], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[30, 57, 55, 30, 29, 94005, 3, 0.1, 2, 0, 1, 1, 1, 0], [31, 62, 47, 21, 125, 93407, 1, 5.7, 1, 112, 1, 0, 0, 0], [32, 63, 42, 18, 22, 90089, 1, 1.0, 1, 0, 0, 0, 0, 0], [33, 65, 47, 23, 105, 90024, 2, 3.3, 1, 0, 0, 0, 0, 0], [34, 70, 53, 29, 20, 90045, 4, 0.2, 1, 0, 0, 0, 1, 0], [35, 71, 42, 18, 115, 91335, 1, 3.5, 1, 0, 0, 0, 0, 1], [36, 75, 28, 3, 135, 94611, 2, 3.3, 1, 0, 0, 0, 0, 1], [37, 76, 31, 7, 135, 94901, 4, 3.8, 2, 0, 0, 1, 1, 1], [38, 78, 46, 20, 29, 92220, 3, 0.5, 2, 0, 0, 0, 0, 0], [39, 82, 47, 22, 40, 94612, 3, 2.7, 2, 0, 0, 0, 1, 0]]}}","{""predictions"": [0, 0, 0, 0, 0, 0, 0, 1, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,62bad5ca-5337-4752-8a79-267ea0fc2db4,2024-09-28,1727532117486,200,6,"{""dataframe_split"": {""index"": [60, 61, 62, 63, 64, 65, 66, 67, 68, 69], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[60, 146, 59, 35, 124, 90007, 1, 7.4, 1, 0, 0, 0, 0, 1], [61, 147, 46, 19, 84, 94102, 1, 2.67, 2, 0, 0, 0, 1, 1], [62, 150, 48, 22, 42, 93955, 3, 2.2, 2, 0, 0, 0, 0, 0], [63, 151, 46, 22, 118, 94107, 2, 7.5, 1, 0, 0, 1, 1, 1], [64, 153, 57, 32, 24, 93117, 1, 1.3, 1, 0, 0, 0, 1, 1], [65, 160, 61, 35, 41, 94545, 4, 1.7, 2, 0, 1, 0, 1, 0], [66, 161, 29, 0, 134, 95819, 4, 6.5, 3, 0, 0, 0, 0, 0], [67, 165, 53, 27, 92, 95120, 2, 1.1, 1, 0, 1, 0, 0, 0], [68, 169, 50, 26, 13, 91320, 4, 1.0, 1, 0, 0, 0, 1, 0], [69, 170, 27, 1, 112, 90503, 4, 2.1, 3, 0, 0, 0, 0, 1]]}}","{""predictions"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,c5be40f6-4814-4d99-a0a1-9f8d9c72bc4a,2024-09-28,1727532117517,200,6,"{""dataframe_split"": {""index"": [70, 71, 72, 73, 74, 75, 76, 77, 78, 79], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[70, 172, 52, 28, 11, 95817, 3, 0.4, 1, 0, 1, 0, 0, 0], [71, 180, 62, 37, 11, 91942, 1, 0.1, 1, 0, 0, 0, 1, 0], [72, 184, 29, 3, 148, 92173, 3, 4.1, 1, 0, 0, 0, 1, 0], [73, 185, 52, 26, 63, 92717, 2, 1.5, 2, 0, 1, 0, 1, 0], [74, 188, 46, 21, 159, 94305, 3, 1.9, 3, 315, 0, 0, 1, 0], [75, 190, 55, 29, 112, 94043, 2, 1.4, 1, 0, 0, 0, 1, 0], [76, 193, 50, 23, 85, 92122, 1, 2.67, 2, 0, 0, 0, 1, 0], [77, 199, 27, 3, 59, 94123, 4, 0.0, 1, 90, 1, 0, 1, 0], [78, 203, 30, 3, 68, 94306, 4, 2.0, 2, 0, 0, 0, 1, 0], [79, 205, 56, 31, 61, 96150, 2, 1.9, 2, 105, 0, 0, 0, 0]]}}","{""predictions"": [0, 0, 1, 0, 1, 0, 0, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,c5ec514a-d17a-4a2e-891a-1f93c6517b65,2024-09-28,1727532117699,200,7,"{""dataframe_split"": {""index"": [90, 91, 92, 93, 94, 95, 96, 97, 98, 99], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[90, 233, 46, 19, 38, 94122, 3, 2.5, 2, 135, 0, 0, 0, 0], [91, 234, 62, 37, 58, 91320, 4, 1.7, 1, 0, 0, 0, 1, 0], [92, 235, 26, 1, 80, 95616, 1, 0.8, 2, 150, 0, 0, 0, 0], [93, 236, 38, 8, 71, 94720, 4, 1.8, 3, 0, 0, 0, 1, 0], [94, 241, 51, 26, 70, 90089, 1, 1.2, 1, 169, 0, 0, 0, 0], [95, 242, 48, 22, 71, 91711, 1, 1.4, 3, 0, 0, 0, 0, 1], [96, 243, 41, 16, 75, 94005, 1, 3.7, 3, 280, 0, 0, 0, 0], [97, 252, 54, 28, 170, 92182, 2, 6.2, 2, 325, 0, 0, 1, 0], [98, 255, 65, 41, 134, 91942, 3, 3.9, 3, 121, 0, 0, 1, 0], [99, 258, 66, 41, 18, 92691, 3, 0.5, 1, 0, 0, 0, 0, 1]]}}","{""predictions"": [0, 0, 0, 0, 0, 0, 0, 1, 1, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,e026a636-207e-45c8-8bbc-dd0e7c7deb73,2024-09-28,1727532117730,200,7,"{""dataframe_split"": {""index"": [100, 101, 102, 103, 104, 105, 106, 107, 108, 109], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[100, 259, 35, 9, 24, 95747, 4, 0.3, 1, 0, 0, 0, 1, 0], [101, 262, 42, 16, 111, 93106, 2, 1.2, 3, 251, 0, 0, 1, 0], [102, 264, 27, 1, 74, 92121, 4, 1.8, 2, 112, 0, 0, 1, 1], [103, 267, 63, 38, 61, 94720, 2, 1.5, 1, 0, 0, 0, 1, 0], [104, 269, 64, 39, 129, 94002, 1, 2.5, 1, 0, 0, 0, 1, 0], [105, 276, 49, 24, 50, 94706, 4, 1.8, 3, 0, 1, 0, 0, 0], [106, 282, 57, 31, 65, 94118, 4, 2.6, 3, 0, 0, 0, 0, 1], [107, 285, 44, 19, 69, 92806, 3, 0.5, 3, 0, 0, 0, 1, 0], [108, 289, 44, 19, 172, 94306, 2, 4.3, 3, 391, 1, 1, 1, 0], [109, 292, 43, 16, 8, 90089, 3, 0.67, 2, 88, 0, 0, 1, 0]]}}","{""predictions"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,93ce4c4f-b4f9-4563-8555-287434ee0c87,2024-09-28,1727532117906,200,6,"{""dataframe_split"": {""index"": [120, 121, 122, 123, 124, 125, 126, 127, 128, 129], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[120, 313, 36, 6, 21, 91741, 1, 0.67, 3, 0, 1, 0, 1, 0], [121, 318, 40, 16, 119, 91335, 2, 4.2, 2, 0, 0, 0, 1, 0], [122, 324, 59, 34, 99, 90034, 1, 4.4, 1, 0, 0, 0, 0, 0], [123, 329, 60, 35, 49, 94110, 3, 0.5, 2, 0, 0, 0, 1, 1], [124, 330, 28, 4, 191, 90064, 1, 6.33, 1, 0, 0, 0, 1, 0], [125, 336, 56, 32, 122, 95827, 2, 0.3, 1, 360, 0, 1, 1, 1], [126, 338, 57, 27, 68, 94117, 1, 1.4, 3, 0, 0, 0, 1, 0], [127, 342, 31, 6, 55, 92038, 4, 2.0, 2, 185, 0, 0, 1, 0], [128, 344, 35, 5, 22, 93407, 1, 0.67, 3, 103, 0, 0, 0, 0], [129, 345, 54, 24, 63, 92606, 3, 1.4, 3, 138, 0, 0, 1, 1]]}}","{""predictions"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,16c10ae3-813a-4643-a011-ee5ffa6315f9,2024-09-28,1727532118021,200,6,"{""dataframe_split"": {""index"": [130, 131, 132, 133, 134, 135, 136, 137, 138, 139], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[130, 346, 51, 27, 12, 92192, 4, 0.5, 2, 78, 1, 0, 1, 0], [131, 349, 40, 15, 173, 95060, 4, 6.6, 1, 0, 0, 1, 1, 1], [132, 354, 53, 29, 55, 95818, 4, 1.1, 2, 0, 0, 0, 1, 0], [133, 360, 32, 6, 32, 93106, 1, 1.9, 3, 0, 0, 0, 1, 0], [134, 364, 25, 0, 30, 92691, 2, 1.7, 2, 0, 0, 0, 0, 0], [135, 365, 54, 24, 29, 92028, 3, 1.0, 3, 148, 0, 0, 0, 1], [136, 367, 50, 24, 35, 92717, 1, 0.3, 3, 0, 0, 0, 1, 0], [137, 368, 32, 8, 98, 95054, 2, 2.0, 2, 175, 0, 0, 1, 0], [138, 369, 63, 37, 30, 92054, 2, 1.0, 3, 159, 0, 0, 1, 0], [139, 372, 58, 34, 19, 92029, 4, 0.7, 1, 0, 0, 0, 0, 0]]}}","{""predictions"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,ffecf19e-8669-4a59-95f6-6b925e55e11a,2024-09-28,1727532118053,200,7,"{""dataframe_split"": {""index"": [140, 141, 142, 143, 144, 145, 146, 147, 148, 149], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[140, 377, 45, 21, 61, 94304, 3, 0.7, 1, 0, 0, 0, 0, 0], [141, 381, 63, 33, 34, 94305, 1, 1.5, 3, 0, 0, 0, 1, 1], [142, 383, 65, 41, 133, 94904, 4, 2.0, 1, 0, 0, 0, 0, 1], [143, 389, 54, 30, 100, 95814, 4, 3.4, 3, 0, 0, 0, 0, 0], [144, 393, 54, 29, 48, 91709, 4, 1.8, 3, 0, 0, 0, 1, 0], [145, 397, 50, 24, 29, 93023, 4, 0.1, 1, 0, 0, 0, 0, 0], [146, 398, 26, 2, 48, 90503, 3, 0.7, 2, 0, 0, 0, 1, 0], [147, 399, 54, 30, 23, 94608, 2, 0.4, 1, 0, 0, 0, 0, 0], [148, 400, 28, 3, 84, 90024, 4, 0.2, 1, 0, 0, 0, 1, 1], [149, 401, 36, 10, 179, 94542, 3, 6.6, 1, 0, 0, 0, 1, 0]]}}","{""predictions"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 1]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
null,1b2105f6-7c79-4a11-a625-878701159524,2024-09-28,1727532118390,200,10,"{""dataframe_split"": {""index"": [210, 211, 212, 213, 214, 215, 216, 217, 218, 219], ""columns"": [""index"", ""ID"", ""Age"", ""Experience"", ""Income"", ""ZIP_Code"", ""Family"", ""CCAvg"", ""Education"", ""Mortgage"", ""Securities_Account"", ""CD_Account"", ""Online"", ""CreditCard""], ""data"": [[210, 577, 25, -1, 48, 92870, 3, 0.3, 3, 0, 0, 0, 0, 1], [211, 579, 46, 19, 49, 92124, 3, 2.5, 2, 0, 0, 0, 1, 1], [212, 581, 52, 22, 22, 90049, 4, 0.4, 3, 0, 0, 0, 1, 1], [213, 582, 28, 3, 55, 94521, 4, 2.2, 1, 0, 0, 0, 1, 1], [214, 584, 24, -1, 38, 95045, 2, 1.7, 2, 0, 0, 0, 1, 0], [215, 585, 40, 16, 114, 91604, 1, 3.4, 1, 300, 0, 0, 1, 0], [216, 587, 39, 14, 101, 94305, 2, 0.4, 1, 0, 0, 0, 1, 1], [217, 589, 41, 17, 40, 93117, 2, 2.5, 1, 0, 0, 1, 1, 1], [218, 591, 29, 3, 39, 94612, 4, 2.1, 3, 0, 0, 0, 1, 0], [219, 593, 44, 20, 79, 95051, 4, 2.0, 3, 0, 1, 1, 1, 1]]}}","{""predictions"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",1,"{""model_name"":""lab_cddcfabfaa_model_monitor.ws_3551974319838082.loan_model"",""endpoint_name"":""anupriya-malik-databricks-com_MLas04_M03_Lab"",""model_version"":""1""}"
